name,category,iconName,nodeId,assetPath,useTier,verification,notes
Custom Icons / custom18,Custom Icons,custom18,1518:28610,icon-assets/exported-svg/Custom Icons/custom18.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom19,Custom Icons,custom19,1518:28420,icon-assets/exported-svg/Custom Icons/custom19.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom2,Custom Icons,custom2,1518:28388,icon-assets/exported-svg/Custom Icons/custom2.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom20,Custom Icons,custom20,1518:28422,icon-assets/exported-svg/Custom Icons/custom20.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom21,Custom Icons,custom21,1518:28424,icon-assets/exported-svg/Custom Icons/custom21.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom22,Custom Icons,custom22,1518:28426,icon-assets/exported-svg/Custom Icons/custom22.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom23,Custom Icons,custom23,1518:28428,icon-assets/exported-svg/Custom Icons/custom23.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom24,Custom Icons,custom24,1518:28430,icon-assets/exported-svg/Custom Icons/custom24.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom25,Custom Icons,custom25,1518:28432,icon-assets/exported-svg/Custom Icons/custom25.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom26,Custom Icons,custom26,1518:28434,icon-assets/exported-svg/Custom Icons/custom26.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom27,Custom Icons,custom27,1518:28436,icon-assets/exported-svg/Custom Icons/custom27.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom28,Custom Icons,custom28,1518:28438,icon-assets/exported-svg/Custom Icons/custom28.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom29,Custom Icons,custom29,1518:28440,icon-assets/exported-svg/Custom Icons/custom29.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom3,Custom Icons,custom3,1518:28390,icon-assets/exported-svg/Custom Icons/custom3.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom30,Custom Icons,custom30,1518:28442,icon-assets/exported-svg/Custom Icons/custom30.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom31,Custom Icons,custom31,1518:28444,icon-assets/exported-svg/Custom Icons/custom31.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom32,Custom Icons,custom32,1518:28446,icon-assets/exported-svg/Custom Icons/custom32.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom33,Custom Icons,custom33,1518:28448,icon-assets/exported-svg/Custom Icons/custom33.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom34,Custom Icons,custom34,1518:28450,icon-assets/exported-svg/Custom Icons/custom34.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom35,Custom Icons,custom35,1518:28452,icon-assets/exported-svg/Custom Icons/custom35.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom36,Custom Icons,custom36,1518:28454,icon-assets/exported-svg/Custom Icons/custom36.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom37,Custom Icons,custom37,1518:28456,icon-assets/exported-svg/Custom Icons/custom37.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom38,Custom Icons,custom38,1518:28458,icon-assets/exported-svg/Custom Icons/custom38.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom39,Custom Icons,custom39,1518:28460,icon-assets/exported-svg/Custom Icons/custom39.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom4,Custom Icons,custom4,1518:28392,icon-assets/exported-svg/Custom Icons/custom4.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom40,Custom Icons,custom40,1518:28462,icon-assets/exported-svg/Custom Icons/custom40.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom41,Custom Icons,custom41,1518:28464,icon-assets/exported-svg/Custom Icons/custom41.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom42,Custom Icons,custom42,1518:28466,icon-assets/exported-svg/Custom Icons/custom42.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom43,Custom Icons,custom43,1518:28468,icon-assets/exported-svg/Custom Icons/custom43.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom44,Custom Icons,custom44,1518:28470,icon-assets/exported-svg/Custom Icons/custom44.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom45,Custom Icons,custom45,1518:28472,icon-assets/exported-svg/Custom Icons/custom45.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom46,Custom Icons,custom46,1518:28474,icon-assets/exported-svg/Custom Icons/custom46.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom47,Custom Icons,custom47,1518:28476,icon-assets/exported-svg/Custom Icons/custom47.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom48,Custom Icons,custom48,1518:28478,icon-assets/exported-svg/Custom Icons/custom48.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom49,Custom Icons,custom49,1518:28480,icon-assets/exported-svg/Custom Icons/custom49.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom5,Custom Icons,custom5,1518:28394,icon-assets/exported-svg/Custom Icons/custom5.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom50,Custom Icons,custom50,1518:28482,icon-assets/exported-svg/Custom Icons/custom50.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom51,Custom Icons,custom51,1518:28484,icon-assets/exported-svg/Custom Icons/custom51.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom52,Custom Icons,custom52,1518:28486,icon-assets/exported-svg/Custom Icons/custom52.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom53,Custom Icons,custom53,1518:28488,icon-assets/exported-svg/Custom Icons/custom53.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom54,Custom Icons,custom54,1518:28490,icon-assets/exported-svg/Custom Icons/custom54.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom55,Custom Icons,custom55,1518:28492,icon-assets/exported-svg/Custom Icons/custom55.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom56,Custom Icons,custom56,1518:28494,icon-assets/exported-svg/Custom Icons/custom56.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom57,Custom Icons,custom57,1518:28496,icon-assets/exported-svg/Custom Icons/custom57.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom58,Custom Icons,custom58,1518:28498,icon-assets/exported-svg/Custom Icons/custom58.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom59,Custom Icons,custom59,1518:28500,icon-assets/exported-svg/Custom Icons/custom59.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
Custom Icons / custom6,Custom Icons,custom6,1518:28396,icon-assets/exported-svg/Custom Icons/custom6.svg,restricted,visual-required,Ambiguous custom icon. Use only with exact designer direction or explicit Figma reference.
